Lemma,Part of Speech Code,Full Citation Form,BDAG Entry,Danker Entry,Dodson Entry,Mounce Entry,Strongs,GK,Dodson Part of Speech Code,Gloss,Mounce MorphCat,root,verbs,Part of Speech
αἱρετίζω,V,,αἱρετίζω,αἱρετίζω,αἱρετίζω,αἱρετίζω,140,147,V,I choose,v-2a(1),,,Verb
αἱρετικός,A,"αἱρετικός, ή, όν",αἱρετικός,"αἱρετικός, ή, όν","αἱρετικός, ή, όν",αἱρετικός,141,148,A,factious,a-1a(2a),,,Adjective
αἴρω,V,,αἴρω,αἴρω,αἴρω,αἴρω,142,149,V,"I raise, lift up",v-2d(2),*αἴρ/*ἀρ Liq P3,"ἀρῶ, ἦρα, ἦρκα, ἦρμαι, ἤρθην",Verb
αἰσθάνομαι,V,,αἰσθάνομαι,αἰσθάνομαι,αἰσθάνομαι,αἰσθάνομαι,143,150,V,I perceive,v-3a(2a),,,Verb
αἴσθησις,N,"αἴσθησις, εως, ἡ",αἴσθησις,"αἴσθησις, εως, ἡ","αἴσθησις, εως, ἡ",αἴσθησις,144,151,N:F,perception,n-3e(5b),,,Noun
αἰσθητήριον,N,"αἰσθητήριον, ου, τό",αἰσθητήριον,"αἰσθητήριον, ου, τό","αἰσθητήριον, ου, τό",αἰσθητήριον,145,152,N:N,perceptive faculty,n-2c,,,Noun
αἰσχροκερδής,A,"αἰσχροκερδής, ες",αἰσχροκερδής,"αἰσχροκερδής, ες","αἰσχροκερδής, ες",αἰσχροκερδής,146,153,A,greedy,a-4a,,,Adjective
αἰσχροκερδῶς,D,,αἰσχροκερδῶς,αἰσχροκερδῶς,αἰσχροκερδῶς,αἰσχροκερδῶς,147,154,ADV,greedily,adverb,,,Adverb
αἰσχρολογία,N,"αἰσχρολογία, ας, ἡ",αἰσχρολογία,"αἰσχρολογία, ας, ἡ","αἰσχρολογία, ας, ἡ",αἰσχρολογία,148,155,N:F,filthy speech,n-1a,,,Noun
αἰσχρός,A,"αἰσχρός, ά, όν",αἰσχρός,"αἰσχρός, ά, όν","αἰσχρός, ά, όν",αἰσχρός,150,156,A,"base, disgraceful",a-1a(1),,,Adjective
αἰσχρότης,N,"αἰσχρότης, ητος, ἡ",αἰσχρότης,"αἰσχρότης, ητος, ἡ","αἰσχρότης, τητος, ἡ",αἰσχρότης,151,157,N:F,"obscenity, indecency, baseness",n-3c(1),,,Noun
αἰσχύνη,N,"αἰσχύνη, ης, ἡ",αἰσχύνη,"αἰσχύνη, ης, ἡ","αἰσχύνη, ης, ἡ",αἰσχύνη,152,158,N:F,shame,n-1b,,,Noun
αἰσχύνομαι,V,,αἰσχύνη,"αἰσχύνη, ης, ἡ",αἰσχύνομαι,αἰσχύνομαι,153,159,V,"I am ashamed, am put to shame",v-1c(2),,,Verb
αἰτέω,V,,αἰτέω,αἰτέω,αἰτέω,αἰτέω,154,160,V,"I ask, request, beg, petition",v-1d(2a),*αἰτε,"αἰτήσω, ᾔτησα, ῃ[τηκα, ᾔτημαι, -",Verb
αἴτημα,N,"αἴτημα, ατος, τό",αἴτημα,"αἴτημα, ατος, τό","αἴτημα, ατος, τό",αἴτημα,155,161,N:N,"a petition, request",n-3c(4),,,Noun
αἰτία,N,"αἰτία, ας, ἡ",αἰτία,"αἰτία, ας, ἡ","αἰτία, ας, ἡ",αἰτία,156,162,N:F,"a cause, reason, charge",n-1a,,,Noun
αἴτιον,A,"αἴτιος, α, ον",,"αἴτιος, α, ον","αἴτιον, ου, τό",αἴτιος,158,165,N:N,"cause, crime",,,,Adjective
αἴτιος,A,"αἴτιος, α, ον",αἴτιος,"αἴτιος, α, ον","αἴτιος, ου, ὁ",αἴτιος,159,165,A,"the cause of, the originator of",a-1a(1),,,Adjective
αἰτίωμα,N,"αἰτίωμα, ατος, τό",αἰτίωμα,"αἰτίωμα, ατος, τό","αἰτίωμα, ατος, τό",αἰτίωμα,157,166,N:N,"a charge, accusation",n-3c(4),,,Noun
αἰφνίδιος,A,"αἰφνίδιος, ον",αἰφνίδιος,"αἰφνίδιος, ον","αἰφνίδιος, ον",αἰφνίδιος,160,167,A,"unexpected, sudden",a-3a,,,Adjective
αἰχμαλωσία,N,"αἰχμαλωσία, ας, ἡ",αἰχμαλωσία,"αἰχμαλωσία, ας, ἡ","αἰχμαλωσία, ας, ἡ",αἰχμαλωσία,161,168,N:F,captivity,n-1a,,,Noun
αἰχμαλωτεύω,V,,αἰχμαλωτεύω,αἰχμαλωτεύω,αἰχμαλωτεύω,αἰχμαλωτεύω,162,169,V,I take captive,v-1a(6),,,Verb
αἰχμαλωτίζω,V,,αἰχμαλωτίζω,αἰχμαλωτίζω,αἰχμαλωτίζω,αἰχμαλωτίζω,163,170,V,"I take captive, subdue, ensnare",v-2a(1),,,Verb
αἰχμάλωτος,N,"αἰχμάλωτος, ου, ὁ",αἰχμάλωτος,"αἰχμάλωτος, ώτου, ὁ","αἰχμάλωτος, ου, ὁ",αἰχμάλωτος,164,171,N:M,"a captive, prisoner",n-2a,,,Noun
αἰών,N,"αἰών, ῶνος, ὁ",αἰών,"αἰών, αἰῶνος, ὁ","αἰών, ῶνος, ὁ",αἰών,165,172,N:M,"an age, a cycle of time",n-3f(1a),,,Noun
αἰώνιος,A,"αἰώνιος, α, ον",αἰώνιος,"αἰώνιος, α, ον","αἰώνιος, ία, ιον",αἰώνιος,166,173,A,"eternal, unending",a-3b(1),,,Adjective
ἀκαθαρσία,N,"ἀκαθαρσία, ας, ἡ",ἀκαθαρσία,"ἀκαθαρσία, ας, ἡ","ἀκαθαρσία, ας, ἡ",ἀκαθαρσία,167,174,N:F,"uncleanness, impurity",n-1a,,,Noun
ἀκάθαρτος,A,"ἀκάθαρτος, ον",ἀκάθαρτος,"ἀκάθαρτος, ον","ἀκάθαρτος, ον",ἀκάθαρτος,169,176,A,"unclean, impure",a-3a,,,Adjective
ἀκαιρέομαι,V,,ἀκαιρέομαι,ἀκαιρέομαι,ἀκαιρέομαι,ἀκαιρέομαι,170,177,V,I am without a suitable opportunity,v-1d(2b),,,Verb
ἀκαίρως,D,,ἀκαίρως,ἀκαίρως,ἀκαίρως,ἀκαίρως,171,178,ADV,unseasonably,adverb,,,Adverb
ἄκακος,A,"ἄκακος, ον",ἄκακος,"ἄκακος, ον","ἄκακος, ον",ἄκακος,172,179,A,"innocent, guileless, simple",a-3a,,,Adjective
ἄκανθα,N,"ἄκανθα, ης, ἡ",ἄκανθα,"ἄκανθα, ης, ἡ","ἄκανθα, ης, ἡ",ἄκανθα,173,180,N:F,a thorn-bush,n-1c,,,Noun
ἀκάνθινος,A,"ἀκάνθινος, η, ον",ἀκάνθινος,"ἀκάνθινος, η, ον","ἀκάνθινος, η, ον",ἀκάνθινος,174,181,A,made of thorns,a-1a(2a),,,Adjective
ἄκαρπος,A,"ἄκαρπος, ον",ἄκαρπος,"ἄκαρπος, ον","ἄκαρπος, ον",ἄκαρπος,175,182,A,"unfruitful, barren",a-3a,,,Adjective
ἀκατάγνωστος,A,"ἀκατάγνωστος, ον",ἀκατάγνωστος,"ἀκατάγνωστος, ον","ἀκατάγνωστος, ον",ἀκατάγνωστος,176,183,A,"uncondemned, unimpeachable",a-3a,,,Adjective
ἀκατακάλυπτος,A,"ἀκατακάλυπτος, ον",ἀκατακάλυπτος,"ἀκατακάλυπτος, ον","ἀκατακάλυπτος, ον",ἀκατακάλυπτος,177,184,A,"not veiled, unveiled",a-3a,,,Adjective
ἀκατάκριτος,A,"ἀκατάκριτος, ον",ἀκατάκριτος,"ἀκατάκριτος, ον","ἀκατάκριτος, ον",ἀκατάκριτος,178,185,A,uncondemned,a-3a,,,Adjective
ἀκατάλυτος,A,"ἀκατάλυτος, ον",ἀκατάλυτος,"ἀκατάλυτος, ον","ἀκατάλυτος, ον",ἀκατάλυτος,179,186,A,"indissoluble, that cannot be broken up",a-3a,,,Adjective
ἀκατάπαυστος,A,"ἀκατάπαυστος, ον",ἀκατάπαυστος,"ἀκατάπαυστος, ον","ἀκατάπαυστος, ον",ἀκατάπαυστος,180,188,A,"not ceasing from, not abandoning",a-3a,,,Adjective
ἀκαταστασία,N,"ἀκαταστασία, ας, ἡ",ἀκαταστασία,"ἀκαταστασία, ας, ἡ","ἀκαταστασία, ας, ἡ",ἀκαταστασία,181,189,N:F,"disturbance, upheaval, revolution",n-1a,,,Noun
ἀκατάστατος,A,"ἀκατάστατος, ον",ἀκατάστατος,"ἀκατάστατος, ον","ἀκατάστατος, ον",ἀκατάστατος,182,190,A,"unsettled, unstable",a-3a,,,Adjective
Ἁκελδαμάχ,N,Ἁκελδαμάχ,Ἁκελδαμάχ,Ἁκελδαμάχ,Ἀκελδαμά,Ἁκελδαμάχ,184,192,N-PRI,Akeldama,n-3g(2),,,Noun
ἀκέραιος,A,"ἀκέραιος, ον",ἀκέραιος,"ἀκέραιος, ον","ἀκέραιος, ον",ἀκέραιος,185,193,A,"simple, unsophisticated, innocent",a-3a,,,Adjective
ἀκλινής,A,"ἀκλινής, ές",ἀκλινής,"ἀκλινής, ές","ἀκλινής, ες",ἀκλινής,186,195,A,"unbent, unyielding, resolute",a-4a,,,Adjective
ἀκμάζω,V,,ἀκμάζω,ἀκμάζω,ἀκμάζω,ἀκμάζω,187,196,V,"I reach maturity, become ripe",v-2a(1),,,Verb
ἀκμήν,D/N,,ἀκμήν,ἀκμήν,ἀκμήν,ἀκμήν,188,197,N:F,even now,adverb,,,Adverb
ἀκοή,N,"ἀκοή, ῆς, ἡ",ἀκοή,"ἀκοή, ῆς, ἡ","ἀκοή, ῆς, ἡ",ἀκοή,189,198,N:F,"hearing, faculty of hearing, ear",n-1b,,,Noun
ἀκολουθέω,V,,ἀκολουθέω,ἀκολουθέω,ἀκολουθέω,ἀκολουθέω,190,199,V,"I accompany, attend, follow",v-1d(2a),*ἀκολουθε P1b,"ἀκολουθήσω, ἠκολούθησα, ἠκολούθηκα, -, -",Verb
ἀκούω,V,,ἀκούω,ἀκούω,ἀκούω,ἀκούω,191,201,V,"I hear, listen",v-1a(8),*ἀκού P1a,"ἀκούσω, ἤκουσα, ἀκήκοα (2nd), -, ἠκούσθην (σ inserted)",Verb
ἀκρασία,N,"ἀκρασία, ας, ἡ",ἀκρασία,"ἀκρασία, ας, ἡ","ἀκρασία, ας, ἡ",ἀκρασία,192,202,N:F,"incontinence, intemperance, lack of restraint",n-1a,,,Noun
ἀκρατής,A,"ἀκρατής, ές",ἀκρατής,"ἀκρατής, ές","ἀκρατής, ές",ἀκρατής,193,203,A,"lacking self-control, inclined to excess",a-4a,,,Adjective
ἄκρατος,A,"ἄκρατος, ον",ἄκρατος,"ἄκρατος, ον","ἄκρατος, ον",ἄκρατος,194,204,A,"unmixed, undiluted",a-3a,,,Adjective
ἀκρίβεια,N,"ἀκρίβεια, ας, ἡ",ἀκρίβεια,"ἀκρίβεια, ας, ἡ","ἀκρίβεια, ας, ἡ",ἀκρίβεια,195,205,N:F,"strictness, accuracy",n-1a,,,Noun
ἀκριβέστερον,A/ADV-C,,,ἀκριβῶς,,,,,,,,,,Adjective
ἀκριβής,A,"ἀκριβής, ές",ἀκριβής,"ἀκριβής, ές",,ἀκριβής,,207,,,a-4a,,,Adjective
ἀκριβόω,V,,ἀκριβόω,ἀκριβόω,ἀκριβόω,ἀκριβόω,198,208,V,"I examine carefully, inquire strictly",v-1d(3),,,Verb
ἀκριβῶς,D,,ἀκριβῶς,ἀκριβῶς,ἀκριβῶς,ἀκριβῶς,199,209,"ADV,ADV-C","carefully, exactly, strictly",adverb,,,Adverb
ἀκρίς,N,"ἀκρίς, ίδος, ἡ",ἀκρίς,"ἀκρίς, ίδος, ἡ","ἀκρίς, ίδος, ἡ",ἀκρίς,200,210,N:F,a locust,n-3c(2),,,Noun
ἀκροατήριον,N,"ἀκροατήριον, ου, τό",ἀκροατήριον,"ἀκροατήριον, ου, τό","ἀκροατήριον, ίου, τό",ἀκροατήριον,201,211,N:N,"auditorium, recitation hall, court room",n-2c,,,Noun
ἀκροατής,N,"ἀκροατής, οῦ, ὁ",ἀκροατής,"ἀκροατής, οῦ, ὁ","ἀκροατής, οῦ, ὁ",ἀκροατής,202,212,N:M,"a hearer of, a listener to",n-1f,,,Noun
ἀκροβυστία,N,"ἀκροβυστία, ας, ἡ",ἀκροβυστία,"ἀκροβυστία, ας, ἡ","ἀκροβυστία, ας, ἡ",ἀκροβυστία,203,213,N:F,foreskin,n-1a,,,Noun
ἀκρογωνιαῖος,A,"ἀκρογωνιαῖος, α, ον",ἀκρογωνιαῖος,"ἀκρογωνιαῖος, α, ον","ἀκρογωνιαῖος, α, ον",ἀκρογωνιαῖος,204,214,A,"in the corner, cornerstone",a-1a(1),,,Adjective
ἀκροθίνιον,N,"ἀκροθίνιον, ου, τό",ἀκροθίνιον,"ἀκροθίνιον, ου, τό","ἀκροθίνιον, ίου, τό",ἀκροθίνιον,205,215,N:N,"spoil, treasure",n-2c,,,Noun
ἄκρον,N,"ἄκρον, ου, τό",ἄκρον,"ἄκρον, ου, τό","ἄκρον, ου, τό",ἄκρον,206,216,N:N,"the end, extremity",n-2c,,,Noun
Ἀκύλας,N,"Ἀκύλας, ὁ, acc. αν",Ἀκύλας,"Ἀκύλας, acc. αν, ὁ","Ἀκύλας, ου, ὁ",Ἀκύλας,207,217,N:M,Aquila,n-3g(1),,,Noun
ἀκυρόω,V,,ἀκυρόω,ἀκυρόω,ἀκυρόω,ἀκυρόω,208,218,V,"I annul, make of no effect, cancel",v-1d(3),,,Verb
ἀκωλύτως,D,,ἀκωλύτως,ἀκωλύτως,ἀκωλύτως,ἀκωλύτως,209,219,ADV,"freely, without hindrance",adverb,,,Adverb
ἄκων,A,"ἄκων, ἄκουσα, ἆκον",ἄκων,"ἄκων, ἄκουσα, ἆκον","ἄκων, ἄκουσα, ἆκον",ἄκων,210,220,A,unwilling,a-2a,,,Adjective
ἅλα,N,"ἅλα, ατος, τό",ἅλα,"ἅλας, ατος, τό",,ἅλα,,221,,,,,,Noun
ἀλάβαστρον,N,"ἀλάβαστρον, ου, τό",,"ἀλάβαστρον, ου, τό","ἀλάβαστρον, ου, τό",ἀλάβαστρον,211,222,N:N,an alabaster phial or bottle,n-2c,,,Noun
ἀλάβαστρος,N,"ἀλάβαστρος, ου, ὁ/ἡ",ἀλάβαστρος,"ἀλάβαστρος, ου, ὁ /ἡ, also ἀλάβαστρον, ου, τό","ἀλάβαστρον, ου, τό",ἀλάβαστρος,211,223,N:N,an alabaster phial or bottle,,,,Noun
ἀλαζονεία,N,"ἀλαζονεία, ας, ἡ",ἀλαζονεία,"ἀλαζονεία, ας, ἡ","ἀλαζονεία, ας, ἡ",ἀλαζονεία,212,224,N:F,"boasting, show, arrogant display",n-1a,,,Noun
ἀλαζών,N,"ἀλαζών, όνος, ὁ",ἀλαζών,"ἀλαζών, όνος, ὁ","ἀλαζών, όνος, ὁ",ἀλαζών,213,225,N:M,a boaster,n-3f(1b),,,Noun
ἀλαλάζω,V,,ἀλαλάζω,ἀλαλάζω,ἀλαλάζω,ἀλαλάζω,214,226,V,"I cry aloud, a clanging or clashing cymbal",v-2a(1),,,Verb
ἀλάλητος,A,"ἀλάλητος, ον",ἀλάλητος,"ἀλάλητος, ον","ἀλάλητος, ον",ἀλάλητος,215,227,A,"unutterable, that baffles words",a-3a,,,Adjective
ἄλαλος,A,"ἄλαλος, ον",ἄλαλος,"ἄλαλος, ον","ἄλαλος, ον",ἄλαλος,216,228,A,unable to speak,a-3a,,,Adjective
ἅλας,N,"ἅλας, ατος, τό",ἅλας,"ἅλας, ατος, τό","ἅλας, ατος, τό",ἅλας,217,229,N:N,salt,n-3c(6a),,,Noun
ἀλείφω,V,,ἀλείφω,ἀλείφω,ἀλείφω,ἀλείφω,218,230,V,I anoint,v-1b(1),,,Verb
ἀλεκτοροφωνία,N,"ἀλεκτοροφωνία, ας, ἡ",ἀλεκτοροφωνία,"ἀλεκτοροφωνία, ας, ἡ","ἀλεκτοροφωνία, ας, ἡ",ἀλεκτοροφωνία,219,231,N:F,cockcrow,n-1a,,,Noun
ἀλέκτωρ,N,"ἀλέκτωρ, ορος, ὁ",ἀλέκτωρ,"ἀλέκτωρ, ορος, ὁ","ἀλέκτωρ, ορος, ὁ",ἀλέκτωρ,220,232,N:M,"a cock, rooster",n-3f(2b),,,Noun
Ἀλεξανδρεύς,N,"Ἀλεξανδρεύς, έως, ὁ",Ἀλεξανδρεύς,"Ἀλεξανδρεύς, έως, ὁ","Ἀλεξανδρεύς, έως, ὁ",Ἀλεξανδρεύς,221,233,N:M,an Alexandrian,n-3e(3),,,Noun
Ἀλεξανδρῖνος,A,"Ἀλεξανδρῖνος, η, ον",Ἀλεξανδρῖνος,"Ἀλεξανδρῖνος, η, ον","Ἀλεξανδρῖνος, η, ον",Ἀλεξανδρῖνος,222,234,A,Alexandrian,a-1a(2a),,,Adjective
Ἀλέξανδρος,N,"Ἀλέξανδρος, ου, ὁ",Ἀλέξανδρος,"Ἀλέξανδρος, ου, ὁ","Ἀλέξανδρος, ου, ὁ",Ἀλέξανδρος,223,235,N:M,Alexander,n-2a,,,Noun
ἄλευρον,N,"ἄλευρον, ου, τό",ἄλευρον,"ἄλευρον, ου, τό","ἄλευρον, ου, τό",ἄλευρον,224,236,N:N,"meal, flour",n-2c,,,Noun
ἀλήθεια,N,"ἀλήθεια, ας, ἡ",ἀλήθεια,"ἀλήθεια, ας, ἡ","ἀλήθεια, ας, ἡ",ἀλήθεια,225,237,N:F,truth,n-1a,,,Noun
ἀληθεύω,V,,ἀληθεύω,ἀληθεύω,ἀληθεύω,ἀληθεύω,226,238,V,"I say, speak truth, I do truth",v-1a(6),,,Verb
ἀληθής,A,"ἀληθής, ές",ἀληθής,"ἀληθής, ές","ἀληθής, ές",ἀληθής,227,239,A,"unconcealed, true",a-4a,,,Adjective
ἀληθινός,A,"ἀληθινός, ή, όν",ἀληθινός,"ἀληθινός, ή, όν","ἀληθινός, η, ον",ἀληθινός,228,240,A,"true, real, genuine",a-1a(2a),,,Adjective
ἀλήθω,V,,ἀλήθω,ἀλήθω,ἀλήθω,ἀλήθω,229,241,V,I grind,v-1b(3),,,Verb
ἀληθῶς,D,,ἀληθῶς,ἀληθῶς,ἀληθῶς,ἀληθῶς,230,242,ADV,"truly, really, certainly",adverb,,,Adverb
ἁλιεύς,N,"ἁλιεύς, έως, ὁ",ἁλιεύς,"ἁλιεύς, έως, ὁ","ἁλιεύς, έως, ὁ",ἁλιεύς,231,243,N:M,a fisherman,n-3e(3),,,Noun
ἁλιεύω,V,,ἁλιεύω,ἁλιεύω,ἁλιεύω,ἁλιεύω,232,244,V,I fish,v-1a(6),,,Verb
ἁλίζω,V,,ἁλίζω,ἁλίζω,ἁλίζω,ἁλίζω,233,245,V,"I salt, sprinkle with salt, keep fresh and sound",v-2a(1),,,Verb
ἀλίσγημα,N,"ἀλίσγημα, ατος, τό",ἀλίσγημα,"ἀλίσγημα, ατος, τό","ἀλίσγημα, ατος, τό",ἀλίσγημα,234,246,N:N,"pollution, perhaps a polluted thing",n-3c(4),,,Noun
ἀλλά,C,,ἀλλά,ἀλλά,ἀλλά,ἀλλά,235,247,CONJ,"but, except",particle,,,Conjunction
ἀλλάσσω,V,,ἀλλάσσω,ἀλλάσσω,ἀλλάσσω,ἀλλάσσω,236,248,V,"I change, alter",v-2b,,,Verb
ἀλλαχόθεν,D,,ἀλλαχόθεν,ἀλλαχόθεν,ἀλλαχόθεν,ἀλλαχόθεν,237,249,ADV,"from another quarter, by another way",adverb,,,Adverb
ἀλλαχοῦ,D,,ἀλλαχοῦ,ἀλλαχοῦ,,ἀλλαχοῦ,,250,,,adverb,,,Adverb
ἀλληγορέω,V,,ἀλληγορέω,ἀλληγορέω,ἀλληγορέω,ἀλληγορέω,238,251,V,I speak allegorically,cv-1d(2,,,Verb
ἁλληλουϊά,X/HEB,,ἁλληλουϊά,ἁλληλουϊά,Ἁλληλούϊα,ἁλληλουϊά,239,252,HEB,"Hallelujah, Praise the Lord",n-3g(2),,,Particle
ἀλλήλων,RP/C,,ἀλλήλων,ἀλλήλων,ἀλλήλων,ἀλλήλων,240,253,C,one another,a-1a(2b),,,Pronoun - Personal
ἀλλογενής,A,"ἀλλογενής, ές",ἀλλογενής,"ἀλλογενής, ές","ἀλλογενής, ες",ἀλλογενής,241,254,A,"of another nation, a foreigner",a-4a,,,Adjective
ἅλλομαι,V,,ἅλλομαι,ἅλλομαι,ἅλλομαι,ἅλλομαι,242,256,V,"I leap, bubble up",v-2d(1),,,Verb
ἄλλος,A,"ἄλλος, η, ον",ἄλλος,"ἄλλος, η, ον","ἄλλος, η, ον",ἄλλος,243,257,A,"other, another, different",a-1a(2b),,,Adjective
ἀλλοτριεπίσκοπος,N,"ἀλλοτριεπίσκοπος, ου, ὁ",ἀλλοτριεπίσκοπος,"ἀλλοτριεπίσκοπος, ου, ὁ","ἀλλοτριοεπίσκοπος, ου, ὁ",ἀλλοτριεπίσκοπος,244,258,N:M,a prier into other men's affairs,n-2a,,,Noun
ἀλλότριος,A,"ἀλλότριος, α, ον",ἀλλότριος,"ἀλλότριος, α, ον","ἀλλότριος, ία, ιον",ἀλλότριος,245,259,A,"belonging to another person, foreign",a-1a(1),,,Adjective
ἀλλόφυλος,A,"ἀλλόφυλος, ον",ἀλλόφυλος,"ἀλλόφυλος, ον","ἀλλόφυλος, ον",ἀλλόφυλος,246,260,A,foreign,a-3a,,,Adjective
ἄλλως,D,,ἄλλως,ἄλλως,ἄλλως,ἄλλως,247,261,ADV,otherwise,adverb,,,Adverb
ἀλοάω,V,,ἀλοάω,ἀλοάω,ἀλοάω,ἀλοάω,248,262,V,I thresh,v-1d(1a),,,Verb
ἄλογος,A,"ἄλογος, ον",ἄλογος,"ἄλογος, ον","ἄλογος, ον",ἄλογος,249,263,A,"unreasonable, senseless",a-3a,,,Adjective
ἀλόη,N,"ἀλόη, ης, ἡ",ἀλόη,"ἀλόη, ης, ἡ","ἀλόη, ης, ἡ",ἀλόη,250,264,N:F,aloes,n-1b,,,Noun
ἁλυκός,A,"ἁλυκός, ή, όν",ἁλυκός,"ἁλυκός, ή, όν","ἁλυκός, ή, όν",ἁλυκός,252,266,A,"salty, saltine, bitter",a-1a(2a),,,Adjective
ἀλυπότερος,A,"ἄλυπος, ον",,"ἄλυπος, ον",,,,,,,,,,Adjective
ἅλυσις,N,"ἅλυσις, εως, ἡ",ἅλυσις,"ἅλυσις, εως, ἡ","ἅλυσις, εως, ἡ",ἅλυσις,254,268,N:F,a light chain,n-3e(5b),,,Noun
ἀλυσιτελής,A,"ἀλυσιτελής, ές",ἀλυσιτελής,"ἀλυσιτελής, ές","ἀλυσιτελής, ές",ἀλυσιτελής,255,269,A,"profitless, unprofitable",a-4a,,,Adjective
Ἄλφα,N,"Ἄλφα, τό",ἄλφα,"ἄλφα, τό",ἄλφα,ἄλφα,1,270,N-LI,the first letter of the Greek alphabet,n-3g(2),,,Noun
Ἁλφαῖος,N,"Ἁλφαῖος, ου, ὁ",Ἁλφαῖος,"Ἁλφαῖος, ου, ὁ","Ἀλφαίος, ου, ὁ",Ἁλφαῖος,256,271,N:M,Alphaeus,n-2a,,,Noun
ἅλων,N,"ἅλων, ωνος, ἡ",ἅλων,"ἅλων, ωνος, ἡ","ἅλων, ωνος, ἡ",ἅλων,257,272,N:F,a threshing-floor,n-3f(1a),,,Noun
ἀλώπηξ,N,"ἀλώπηξ, εκος, ἡ",ἀλώπηξ,"ἀλώπηξ, εκος, ἡ","ἀλώπηξ, εκος, ἡ",ἀλώπηξ,258,273,N:F,a fox,n-3b(1),,,Noun
ἅλωσις,N,"ἅλωσις, εως, ἡ",ἅλωσις,"ἅλωσις, εως, ἡ","ἅλωσις, εως, ἡ",ἅλωσις,259,274,N:F,"capture, capturing",n-3e(5b),,,Noun
ἅμα,D,,ἅμα,ἅμα,ἅμα,ἅμα,260,275,ADV,"at the same time, along with",adverb,,,Preposition
ἀμαθής,A,"ἀμαθής, ές",ἀμαθής,"ἀμαθής, ές","ἀμαθής, ές",ἀμαθής,177,276,A,"unlearned, ignorant",a-4a,,,Adjective
ἀμαράντινος,A,"ἀμαράντινος, η, ον",ἀμαράντινος,"ἀμαράντινος, η, ον","ἀμαράντινος, η, ον",ἀμαράντινος,262,277,A,"unfading, fadeless",a-1a(2a),,,Adjective
ἀμάραντος,A,"ἀμάραντος, ον",ἀμάραντος,"ἀμάραντος, ον","ἀμάραντος, ον",ἀμάραντος,263,278,A,unfading,a-3a,,,Adjective
ἁμαρτάνω,V,,ἁμαρτάνω,ἁμαρτάνω,ἁμαρτάνω,ἁμαρτάνω,264,279,V,I sin,v-3a(2a),*ἁμαρτάν/*ἁμαρτ,"ἁμαρτήσω, ἥμαρτον ορ ἡμάρτησα, ἡμάρτηκα, -, -",Verb
